received,global time,len of queue,logical clock time
INTERNAL EVENT,1678167847.3210628,0,0
INTERNAL EVENT,1678167847.988578,0,2
SEND TO A,1678167848.322648,0,3
INTERNAL EVENT,1678167849.324605,0,6
SEND TO A,1678167849.658633,0,7
SEND TO B,1678167849.658758,0,8
INTERNAL EVENT,1678167849.992631,0,9
INTERNAL EVENT,1678167850.3266199,0,10
SEND TO B,1678167850.6606662,0,11
INTERNAL EVENT,1678167850.9947011,0,12
INTERNAL EVENT,1678167851.328713,0,13
INTERNAL EVENT,1678167851.662582,0,14
INTERNAL EVENT,1678167851.9966059,0,15
INTERNAL EVENT,1678167852.330554,0,16
SEND TO B,1678167852.664617,0,17
SEND TO A,1678167852.998621,0,18
SEND TO B,1678167852.99871,0,19
INTERNAL EVENT,1678167853.3326,0,20
INTERNAL EVENT,1678167853.6666071,0,21
INTERNAL EVENT,1678167854.000554,0,22
SEND TO B,1678167854.3345878,0,23
INTERNAL EVENT,1678167854.66866,0,24
SEND TO A,1678167855.002632,0,25
SEND TO B,1678167855.002746,0,26
SEND TO A,1678167855.3366039,0,27
SEND TO B,1678167855.3366988,0,28
INTERNAL EVENT,1678167855.670592,0,29
SEND TO A,1678167856.004591,0,30
SEND TO B,1678167856.004679,0,31
INTERNAL EVENT,1678167856.339114,0,32
SEND TO A,1678167856.672767,0,33
INTERNAL EVENT,1678167857.006633,0,34
INTERNAL EVENT,1678167857.340608,0,35
INTERNAL EVENT,1678167857.674601,0,36
SEND TO A,1678167858.008696,0,37
INTERNAL EVENT,1678167858.342616,0,38
INTERNAL EVENT,1678167859.0106082,0,40
INTERNAL EVENT,1678167859.344666,0,41
SEND TO B,1678167859.6786208,0,42
INTERNAL EVENT,1678167860.0126138,0,43
SEND TO A,1678167860.34688,0,44
SEND TO A,1678167861.014667,0,46
INTERNAL EVENT,1678167861.348644,0,47
INTERNAL EVENT,1678167861.682621,0,48
SEND TO B,1678167862.016667,0,49
INTERNAL EVENT,1678167862.350601,0,50
INTERNAL EVENT,1678167862.68459,0,51
INTERNAL EVENT,1678167863.0185652,0,52
INTERNAL EVENT,1678167863.352567,0,53
INTERNAL EVENT,1678167863.686572,0,54
INTERNAL EVENT,1678167864.020561,0,55
INTERNAL EVENT,1678167864.354601,0,56
INTERNAL EVENT,1678167864.688642,0,57
INTERNAL EVENT,1678167865.022578,0,58
INTERNAL EVENT,1678167865.356565,0,59
SEND TO A,1678167865.690621,0,60
SEND TO B,1678167865.69072,0,61
SEND TO A,1678167866.024617,0,62
SEND TO B,1678167866.0247412,0,63
SEND TO A,1678167866.358624,0,64
SEND TO B,1678167866.692752,0,65
SEND TO B,1678167867.026625,0,66
INTERNAL EVENT,1678167867.360611,0,67
INTERNAL EVENT,1678167867.694592,0,68
INTERNAL EVENT,1678167868.0286322,0,69
SEND TO A,1678167868.362665,0,70
SEND TO B,1678167868.362779,0,71
SEND TO A,1678167868.6965928,0,72
INTERNAL EVENT,1678167869.030619,0,73
INTERNAL EVENT,1678167869.364567,0,74
INTERNAL EVENT,1678167869.698571,0,75
INTERNAL EVENT,1678167870.032562,0,76
INTERNAL EVENT,1678167870.366678,0,77
INTERNAL EVENT,1678167870.700615,0,78
INTERNAL EVENT,1678167871.034558,0,79
SEND TO A,1678167871.3686469,0,80
INTERNAL EVENT,1678167871.7026691,0,81
INTERNAL EVENT,1678167872.370608,0,83
INTERNAL EVENT,1678167872.704573,0,84
INTERNAL EVENT,1678167873.038584,0,85
INTERNAL EVENT,1678167873.372597,0,86
SEND TO A,1678167873.7066398,0,87
SEND TO B,1678167873.706773,0,88
SEND TO A,1678167874.040651,0,89
SEND TO B,1678167874.040791,0,90
INTERNAL EVENT,1678167874.374611,0,91
INTERNAL EVENT,1678167874.708624,0,92
INTERNAL EVENT,1678167875.04261,0,93
INTERNAL EVENT,1678167875.3765728,0,94
INTERNAL EVENT,1678167875.710567,0,95
INTERNAL EVENT,1678167876.044558,0,96
INTERNAL EVENT,1678167876.378551,0,97
SEND TO A,1678167876.7126248,0,98
INTERNAL EVENT,1678167877.046571,0,99
INTERNAL EVENT,1678167877.3805408,0,100
INTERNAL EVENT,1678167878.048682,0,102
INTERNAL EVENT,1678167878.3826182,0,103
SEND TO B,1678167878.71668,0,104
INTERNAL EVENT,1678167879.050561,0,105
INTERNAL EVENT,1678167879.384601,0,106
INTERNAL EVENT,1678167880.052591,0,108
INTERNAL EVENT,1678167880.3865778,0,109
INTERNAL EVENT,1678167881.054595,0,111
INTERNAL EVENT,1678167881.3885708,0,112
SEND TO B,1678167881.722639,0,113
INTERNAL EVENT,1678167882.0566761,0,114
INTERNAL EVENT,1678167882.724614,0,116
INTERNAL EVENT,1678167883.058636,0,117
SEND TO B,1678167883.3926022,0,118
INTERNAL EVENT,1678167883.726592,0,119
INTERNAL EVENT,1678167884.060626,0,120
INTERNAL EVENT,1678167884.394592,0,121
INTERNAL EVENT,1678167884.728663,0,122
INTERNAL EVENT,1678167885.0627499,0,123
INTERNAL EVENT,1678167885.7306519,0,125
SEND TO B,1678167886.064716,0,126
INTERNAL EVENT,1678167886.398622,0,127
INTERNAL EVENT,1678167886.732637,0,128
SEND TO A,1678167887.066692,0,129
SEND TO B,1678167887.066901,0,130
SEND TO B,1678167887.4006772,0,131
INTERNAL EVENT,1678167887.734773,0,132
SEND TO A,1678167888.068685,0,133
SEND TO B,1678167888.068865,0,134
INTERNAL EVENT,1678167888.402621,0,135
INTERNAL EVENT,1678167888.736606,0,136
SEND TO B,1678167889.0707042,0,137
INTERNAL EVENT,1678167889.4068658,0,138
INTERNAL EVENT,1678167889.73865,0,139
INTERNAL EVENT,1678167890.406743,0,141
SEND TO A,1678167890.7408068,0,142
INTERNAL EVENT,1678167891.0746272,0,143
INTERNAL EVENT,1678167891.408631,0,144
INTERNAL EVENT,1678167891.7427,0,145
INTERNAL EVENT,1678167892.076649,0,146
