received,global time,len of queue,logical clock time
INTERNAL EVENT,1678167829.216598,0,335
INTERNAL EVENT,1678167829.383617,0,336
INTERNAL EVENT,1678167829.5509849,0,337
INTERNAL EVENT,1678167829.717685,0,338
INTERNAL EVENT,1678167829.884644,0,339
INTERNAL EVENT,1678167830.0516,0,340
INTERNAL EVENT,1678167830.218633,0,341
INTERNAL EVENT,1678167830.552615,0,343
INTERNAL EVENT,1678167830.71962,0,344
INTERNAL EVENT,1678167831.053632,0,346
SEND TO B,1678167831.22064,0,347
SEND TO A,1678167831.3877099,0,348
INTERNAL EVENT,1678167831.55466,0,349
SEND TO B,1678167831.721643,0,350
INTERNAL EVENT,1678167831.888681,0,351
SEND TO A,1678167832.055639,0,352
INTERNAL EVENT,1678167832.222614,0,353
INTERNAL EVENT,1678167832.389625,0,354
SEND TO B,1678167832.556671,0,355
SEND TO A,1678167832.723686,0,356
INTERNAL EVENT,1678167832.890597,0,357
SEND TO A,1678167833.391592,0,360
SEND TO B,1678167833.3917499,1,361
SEND TO B,1678167833.725659,0,363
SEND TO A,1678167833.8926651,0,364
SEND TO B,1678167833.89288,0,365
INTERNAL EVENT,1678167834.0596192,0,366
SEND TO A,1678167834.226645,0,367
SEND TO B,1678167834.226794,0,368
SEND TO B,1678167834.393732,0,369
INTERNAL EVENT,1678167834.560619,0,370
INTERNAL EVENT,1678167834.7276149,0,371
INTERNAL EVENT,1678167835.061598,0,373
SEND TO A,1678167835.228844,0,374
INTERNAL EVENT,1678167835.395657,0,375
SEND TO A,1678167835.7337081,0,377
INTERNAL EVENT,1678167836.067627,0,379
INTERNAL EVENT,1678167836.234611,0,380
INTERNAL EVENT,1678167836.401574,0,381
SEND TO A,1678167836.568758,0,382
SEND TO B,1678167836.568979,0,383
SEND TO B,1678167836.73566,0,384
INTERNAL EVENT,1678167836.9026601,0,385
INTERNAL EVENT,1678167837.0701199,0,386
