received,global time,len of queue,logical clock time
INTERNAL EVENT,1678167805.326616,0,184
INTERNAL EVENT,1678167805.577601,0,185
INTERNAL EVENT,1678167805.8286479,0,186
INTERNAL EVENT,1678167806.081342,0,187
INTERNAL EVENT,1678167806.331605,0,188
INTERNAL EVENT,1678167806.582725,1,189
INTERNAL EVENT,1678167807.838987,0,200
INTERNAL EVENT,1678167810.3786528,0,216
SEND TO C,1678167810.88072,0,218
INTERNAL EVENT,1678167811.1316092,0,219
INTERNAL EVENT,1678167811.3826392,0,220
SEND TO B,1678167811.886199,0,228
INTERNAL EVENT,1678167813.390655,0,236
INTERNAL EVENT,1678167814.9336278,0,244
INTERNAL EVENT,1678167815.184596,0,245
INTERNAL EVENT,1678167815.435612,0,246
INTERNAL EVENT,1678167815.686595,0,247
INTERNAL EVENT,1678167815.937597,0,248
SEND TO B,1678167816.439658,0,254
SEND TO C,1678167816.4398222,0,255
INTERNAL EVENT,1678167816.690593,0,256
INTERNAL EVENT,1678167816.941601,0,257
SEND TO B,1678167817.1926131,0,258
SEND TO C,1678167817.192739,0,259
SEND TO B,1678167817.443667,0,260
SEND TO C,1678167817.443844,0,261
INTERNAL EVENT,1678167817.694576,0,262
INTERNAL EVENT,1678167817.945611,0,263
INTERNAL EVENT,1678167818.1966138,0,264
SEND TO C,1678167818.699699,0,269
SEND TO C,1678167818.9506502,0,270
SEND TO C,1678167819.452766,0,273
INTERNAL EVENT,1678167819.703718,1,274
INTERNAL EVENT,1678167820.456608,0,278
INTERNAL EVENT,1678167820.7097,0,279
INTERNAL EVENT,1678167820.960617,0,280
INTERNAL EVENT,1678167821.4626088,0,285
INTERNAL EVENT,1678167821.96461,0,289
INTERNAL EVENT,1678167822.215617,0,290
INTERNAL EVENT,1678167822.466702,0,291
INTERNAL EVENT,1678167822.717601,0,292
INTERNAL EVENT,1678167823.4706619,0,297
INTERNAL EVENT,1678167823.972616,0,300
INTERNAL EVENT,1678167824.474607,0,302
INTERNAL EVENT,1678167824.976622,0,307
INTERNAL EVENT,1678167825.478616,0,309
INTERNAL EVENT,1678167825.980644,0,312
SEND TO B,1678167826.231712,0,313
INTERNAL EVENT,1678167826.4826188,0,314
INTERNAL EVENT,1678167826.7336059,0,315
INTERNAL EVENT,1678167827.23561,0,320
SEND TO B,1678167827.73772,0,324
SEND TO C,1678167827.737945,0,325
INTERNAL EVENT,1678167827.98861,0,326
SEND TO C,1678167828.2396328,0,327
INTERNAL EVENT,1678167828.4906151,0,328
INTERNAL EVENT,1678167828.992654,0,331
INTERNAL EVENT,1678167829.2436008,0,332
INTERNAL EVENT,1678167829.494611,0,333
INTERNAL EVENT,1678167829.745631,0,334
INTERNAL EVENT,1678167829.996607,0,335
INTERNAL EVENT,1678167830.247595,0,336
SEND TO C,1678167830.749742,0,340
INTERNAL EVENT,1678167831.000639,0,341
INTERNAL EVENT,1678167831.753702,0,349
INTERNAL EVENT,1678167832.004627,0,350
INTERNAL EVENT,1678167832.506608,0,353
SEND TO C,1678167833.010551,0,357
INTERNAL EVENT,1678167833.260617,0,358
INTERNAL EVENT,1678167834.515626,0,368
SEND TO B,1678167834.7666812,0,369
SEND TO C,1678167834.766847,0,370
INTERNAL EVENT,1678167835.0176551,0,371
SEND TO B,1678167836.5708039,1,379
SEND TO B,1678167837.072983,0,383
SEND TO C,1678167837.073323,0,384
