received,global time,len of queue,logical clock time
INTERNAL EVENT,1678167947.6766562,0,136
SEND TO A,1678167947.877674,0,137
SEND TO B,1678167947.877826,0,138
SEND TO A,1678167948.078689,0,139
SEND TO B,1678167948.078872,0,140
SEND TO B,1678167948.2797089,0,141
SEND TO B,1678167948.480662,0,142
SEND TO B,1678167948.68167,0,143
INTERNAL EVENT,1678167948.882613,0,144
INTERNAL EVENT,1678167949.083648,0,145
SEND TO B,1678167949.2846148,0,146
SEND TO B,1678167949.686635,0,148
SEND TO B,1678167949.887692,0,149
SEND TO A,1678167950.088651,0,150
SEND TO B,1678167950.28972,0,151
SEND TO A,1678167950.490665,0,152
INTERNAL EVENT,1678167950.691613,0,153
SEND TO B,1678167950.892614,0,154
INTERNAL EVENT,1678167951.093573,0,155
SEND TO A,1678167951.897682,0,159
SEND TO A,1678167952.098658,0,160
SEND TO A,1678167952.299676,0,161
SEND TO B,1678167952.299841,0,162
SEND TO A,1678167952.500621,0,163
SEND TO B,1678167952.500745,0,164
SEND TO B,1678167952.701576,0,165
SEND TO B,1678167952.903727,0,166
SEND TO A,1678167953.103647,0,167
SEND TO A,1678167953.304703,0,168
SEND TO B,1678167953.304887,0,169
SEND TO A,1678167953.505642,0,170
SEND TO A,1678167953.706646,0,171
SEND TO B,1678167953.907585,0,172
SEND TO A,1678167954.1086872,0,173
SEND TO B,1678167954.10884,0,174
INTERNAL EVENT,1678167954.3096,0,175
INTERNAL EVENT,1678167954.510583,0,176
SEND TO A,1678167954.711574,0,177
SEND TO A,1678167954.912597,0,178
SEND TO B,1678167954.912714,0,179
SEND TO A,1678167955.113621,0,180
SEND TO B,1678167955.113738,0,181
SEND TO A,1678167955.314664,0,182
INTERNAL EVENT,1678167955.515567,0,183
SEND TO A,1678167955.917802,0,185
SEND TO A,1678167956.118658,0,186
SEND TO A,1678167956.922643,0,191
INTERNAL EVENT,1678167957.123571,0,192
SEND TO B,1678167957.927659,0,196
SEND TO A,1678167958.128633,0,197
SEND TO A,1678167958.3296268,0,198
SEND TO A,1678167958.7316082,0,200
SEND TO B,1678167958.7317219,0,201
SEND TO A,1678167958.932621,0,202
SEND TO B,1678167958.932759,0,203
SEND TO B,1678167959.1338172,0,204
INTERNAL EVENT,1678167959.334683,0,205
SEND TO B,1678167959.535601,0,206
SEND TO A,1678167959.736844,0,207
INTERNAL EVENT,1678167959.9376929,0,208
SEND TO B,1678167960.3488672,0,210
INTERNAL EVENT,1678167960.556969,0,211
INTERNAL EVENT,1678167960.7566159,0,212
SEND TO B,1678167960.9578938,1,213
SEND TO A,1678167961.359686,0,215
SEND TO B,1678167961.359892,0,216
SEND TO A,1678167961.5605881,0,217
SEND TO B,1678167961.560692,0,218
INTERNAL EVENT,1678167961.761603,0,219
SEND TO A,1678167962.163858,0,221
SEND TO B,1678167962.164617,0,222
INTERNAL EVENT,1678167962.369525,0,223
INTERNAL EVENT,1678167962.770598,0,225
SEND TO A,1678167962.979021,0,226
SEND TO B,1678167963.183858,0,227
INTERNAL EVENT,1678167963.383768,0,228
SEND TO A,1678167963.5846689,0,229
SEND TO B,1678167963.584878,0,230
INTERNAL EVENT,1678167963.7856781,0,231
SEND TO B,1678167963.986586,0,232
SEND TO A,1678167964.187645,0,233
SEND TO A,1678167964.388575,0,234
INTERNAL EVENT,1678167964.790603,0,236
INTERNAL EVENT,1678167965.1925929,0,238
SEND TO B,1678167965.393621,0,239
SEND TO A,1678167965.594639,0,240
SEND TO B,1678167966.197642,0,243
SEND TO A,1678167966.398643,0,244
SEND TO B,1678167966.3992908,0,245
SEND TO A,1678167966.599595,0,246
SEND TO B,1678167967.202637,0,249
SEND TO B,1678167967.4036229,0,250
SEND TO A,1678167967.60463,0,251
SEND TO B,1678167967.604773,0,252
INTERNAL EVENT,1678167967.805581,0,253
SEND TO A,1678167968.207604,0,255
SEND TO B,1678167968.207715,0,256
INTERNAL EVENT,1678167968.4085739,0,257
SEND TO B,1678167968.609587,0,258
SEND TO B,1678167969.2126532,0,261
INTERNAL EVENT,1678167969.4135838,0,262
INTERNAL EVENT,1678167969.6145668,0,263
SEND TO A,1678167969.815583,0,264
SEND TO B,1678167969.8156722,0,265
INTERNAL EVENT,1678167970.016591,0,266
SEND TO A,1678167970.217619,0,267
SEND TO B,1678167970.217731,0,268
SEND TO A,1678167970.41857,0,269
SEND TO B,1678167971.222667,0,274
SEND TO B,1678167971.423616,0,275
INTERNAL EVENT,1678167971.624614,0,276
INTERNAL EVENT,1678167972.2275882,0,279
SEND TO A,1678167972.4285939,0,280
SEND TO B,1678167972.428701,0,281
SEND TO A,1678167972.629615,0,282
SEND TO B,1678167972.6297321,0,283
SEND TO B,1678167972.8305888,0,284
SEND TO A,1678167973.031569,0,285
INTERNAL EVENT,1678167973.232555,0,286
SEND TO B,1678167973.433562,0,287
SEND TO B,1678167973.634665,0,288
SEND TO A,1678167973.835625,0,289
SEND TO B,1678167973.835737,0,290
SEND TO B,1678167974.036587,0,291
INTERNAL EVENT,1678167974.237681,0,292
SEND TO A,1678167974.446769,0,293
SEND TO B,1678167974.447042,0,294
SEND TO A,1678167974.64666,0,295
SEND TO B,1678167974.646827,0,296
INTERNAL EVENT,1678167974.847617,0,297
SEND TO A,1678167975.249687,0,299
SEND TO A,1678167976.053608,0,303
SEND TO B,1678167976.255488,0,304
SEND TO A,1678167976.455699,0,305
SEND TO B,1678167976.4558809,0,306
INTERNAL EVENT,1678167976.6566982,0,307
SEND TO A,1678167977.058642,0,309
SEND TO B,1678167977.058767,0,310
SEND TO A,1678167977.259618,0,311
SEND TO B,1678167977.460605,0,312
INTERNAL EVENT,1678167977.661609,0,313
SEND TO A,1678167978.063662,0,315
SEND TO B,1678167978.063841,0,316
SEND TO B,1678167978.2646499,0,317
SEND TO A,1678167978.46562,0,318
SEND TO B,1678167978.465767,0,319
INTERNAL EVENT,1678167978.6665962,0,320
INTERNAL EVENT,1678167978.867588,0,321
SEND TO A,1678167979.269655,0,323
INTERNAL EVENT,1678167979.8726242,0,326
INTERNAL EVENT,1678167980.0735822,0,327
SEND TO A,1678167980.274677,0,328
SEND TO A,1678167980.475657,0,329
SEND TO B,1678167980.47581,0,330
SEND TO A,1678167980.676625,0,331
SEND TO B,1678167980.6767821,0,332
INTERNAL EVENT,1678167980.8776178,0,333
SEND TO A,1678167981.078627,0,334
INTERNAL EVENT,1678167981.279587,0,335
INTERNAL EVENT,1678167981.480623,0,336
INTERNAL EVENT,1678167981.681603,0,337
SEND TO A,1678167981.882603,0,338
SEND TO B,1678167981.88274,0,339
INTERNAL EVENT,1678167982.083585,0,340
INTERNAL EVENT,1678167982.284656,0,341
SEND TO A,1678167982.485611,0,342
SEND TO B,1678167982.48575,0,343
SEND TO A,1678167982.68661,0,344
SEND TO B,1678167982.6867561,0,345
SEND TO A,1678167982.887709,0,346
SEND TO B,1678167982.887933,0,347
SEND TO A,1678167983.088576,0,348
SEND TO B,1678167983.088683,0,349
INTERNAL EVENT,1678167983.289551,0,350
SEND TO B,1678167983.490571,0,351
SEND TO B,1678167983.6915898,0,352
SEND TO A,1678167983.8926568,0,353
SEND TO B,1678167983.892811,0,354
SEND TO A,1678167984.0935922,0,355
SEND TO A,1678167984.294604,0,356
