received,global time,len of queue,logical clock time
SEND TO C,1678252831.961091,1,0
POP FROM QUEUE,1678252832.962556,2,2
POP FROM QUEUE,1678252833.9626648,1,3
POP FROM QUEUE,1678252834.9644349,1,4
POP FROM QUEUE,1678252835.965033,0,5
POP FROM QUEUE,1678252836.965738,1,6
POP FROM QUEUE,1678252837.9674292,2,7
POP FROM QUEUE,1678252838.96784,2,8
POP FROM QUEUE,1678252839.968856,1,9
POP FROM QUEUE,1678252840.969793,0,10
POP FROM QUEUE,1678252841.971454,1,11
POP FROM QUEUE,1678252842.9770062,0,12
POP FROM QUEUE,1678252843.974091,1,14
POP FROM QUEUE,1678252844.975103,0,16
POP FROM QUEUE,1678252845.975487,0,18
SEND TO B,1678252846.975879,0,18
INTERNAL EVENT,1678252847.976799,0,19
SEND TO C,1678252848.977717,0,20
POP FROM QUEUE,1678252849.978973,0,22
INTERNAL EVENT,1678252850.979886,0,22
POP FROM QUEUE,1678252851.981775,1,24
POP FROM QUEUE,1678252852.981687,0,25
SEND TO B,1678252853.983604,1,25
POP FROM QUEUE,1678252854.98369,0,27
SEND TO B,1678252855.9847019,0,27
SEND TO C,1678252855.984919,0,28
INTERNAL EVENT,1678252857.004519,0,29
SEND TO B,1678252857.988513,0,30
SEND TO B,1678252858.988692,0,31
SEND TO C,1678252858.989467,0,32
INTERNAL EVENT,1678252859.990417,0,33
SEND TO B,1678252860.994723,0,34
POP FROM QUEUE,1678252861.9922209,1,36
POP FROM QUEUE,1678252862.992911,0,37
SEND TO B,1678252864.003488,1,37
SEND TO C,1678252864.0040529,1,38
POP FROM QUEUE,1678252865.009672,0,40
SEND TO C,1678252866.021724,0,40
INTERNAL EVENT,1678252866.997796,0,41
INTERNAL EVENT,1678252868.021079,0,42
INTERNAL EVENT,1678252868.9997282,0,43
POP FROM QUEUE,1678252870.016663,0,45
SEND TO C,1678252871.021246,0,45
SEND TO B,1678252872.0022762,0,46
INTERNAL EVENT,1678252873.014234,0,47
SEND TO B,1678252874.047992,0,48
SEND TO B,1678252875.033081,0,49
POP FROM QUEUE,1678252876.035,0,51
POP FROM QUEUE,1678252877.049503,0,52
POP FROM QUEUE,1678252878.03919,0,54
POP FROM QUEUE,1678252879.039634,0,56
POP FROM QUEUE,1678252880.041281,0,57
INTERNAL EVENT,1678252881.042192,0,57
SEND TO B,1678252882.0432909,0,58
SEND TO C,1678252882.0436249,0,59
SEND TO B,1678252883.0441248,0,60
SEND TO C,1678252883.0447302,0,61
SEND TO C,1678252884.044818,0,62
POP FROM QUEUE,1678252885.045729,0,64
POP FROM QUEUE,1678252886.0468302,0,65
POP FROM QUEUE,1678252887.047727,0,66
POP FROM QUEUE,1678252888.0487108,0,67
SEND TO B,1678252889.049918,0,67
POP FROM QUEUE,1678252890.0506508,0,69
POP FROM QUEUE,1678252891.055027,0,71
