received,global time,len of queue,logical clock time
INTERNAL EVENT,1678167037.5695949,0,68
INTERNAL EVENT,1678167037.770574,0,69
SEND TO A,1678167037.971688,0,70
SEND TO B,1678167037.971915,0,71
INTERNAL EVENT,1678167038.1726432,0,72
INTERNAL EVENT,1678167038.373667,0,73
INTERNAL EVENT,1678167038.574593,0,74
INTERNAL EVENT,1678167038.775636,0,75
SEND TO B,1678167038.976693,0,76
INTERNAL EVENT,1678167039.177637,0,77
SEND TO A,1678167039.378679,0,78
SEND TO A,1678167039.780701,0,80
INTERNAL EVENT,1678167039.981636,0,81
SEND TO B,1678167040.1826391,0,82
INTERNAL EVENT,1678167040.383618,0,83
INTERNAL EVENT,1678167040.5846112,0,84
INTERNAL EVENT,1678167040.785568,0,85
INTERNAL EVENT,1678167040.9865448,0,86
INTERNAL EVENT,1678167041.187679,0,87
INTERNAL EVENT,1678167041.3886101,0,88
INTERNAL EVENT,1678167041.589616,0,89
SEND TO B,1678167041.7906299,0,90
SEND TO B,1678167041.991621,0,91
INTERNAL EVENT,1678167042.192645,0,92
INTERNAL EVENT,1678167042.393569,0,93
INTERNAL EVENT,1678167042.7956102,0,95
INTERNAL EVENT,1678167042.996565,0,96
SEND TO A,1678167043.197661,0,97
SEND TO B,1678167043.19779,0,98
INTERNAL EVENT,1678167043.398606,0,99
SEND TO B,1678167043.5996091,0,100
INTERNAL EVENT,1678167043.8005838,0,101
INTERNAL EVENT,1678167044.202592,0,103
INTERNAL EVENT,1678167044.4035819,0,104
INTERNAL EVENT,1678167044.604597,0,105
INTERNAL EVENT,1678167044.805572,0,106
INTERNAL EVENT,1678167045.0065432,0,107
INTERNAL EVENT,1678167045.207586,0,108
SEND TO A,1678167045.408642,0,109
INTERNAL EVENT,1678167045.609646,0,110
INTERNAL EVENT,1678167045.8105621,0,111
SEND TO A,1678167046.212634,0,113
SEND TO B,1678167046.212762,0,114
SEND TO A,1678167046.4136388,0,115
SEND TO B,1678167046.413768,0,116
INTERNAL EVENT,1678167046.6145852,0,117
SEND TO A,1678167046.815596,0,118
SEND TO B,1678167046.815686,0,119
INTERNAL EVENT,1678167047.016567,0,120
INTERNAL EVENT,1678167047.217555,0,121
INTERNAL EVENT,1678167047.4185421,0,122
SEND TO B,1678167047.619664,0,123
SEND TO B,1678167047.8206851,0,124
INTERNAL EVENT,1678167048.021632,0,125
SEND TO A,1678167048.222645,0,126
SEND TO B,1678167048.4237518,0,127
INTERNAL EVENT,1678167048.62463,0,128
SEND TO A,1678167048.8256462,0,129
SEND TO B,1678167048.82578,0,130
INTERNAL EVENT,1678167049.026619,0,131
INTERNAL EVENT,1678167049.227555,0,132
INTERNAL EVENT,1678167049.62957,0,134
INTERNAL EVENT,1678167049.830546,0,135
INTERNAL EVENT,1678167050.232566,0,137
SEND TO B,1678167050.433585,0,138
SEND TO A,1678167050.634662,0,139
INTERNAL EVENT,1678167050.835624,0,140
SEND TO A,1678167051.036684,0,141
INTERNAL EVENT,1678167051.2376661,0,142
INTERNAL EVENT,1678167051.438648,0,143
INTERNAL EVENT,1678167051.8406222,0,145
INTERNAL EVENT,1678167052.0416079,0,146
INTERNAL EVENT,1678167052.242614,0,147
SEND TO A,1678167052.4436631,0,148
INTERNAL EVENT,1678167052.644605,0,149
INTERNAL EVENT,1678167052.845603,0,150
INTERNAL EVENT,1678167053.046638,0,151
INTERNAL EVENT,1678167053.247585,0,152
INTERNAL EVENT,1678167053.4486148,0,153
INTERNAL EVENT,1678167053.649581,0,154
INTERNAL EVENT,1678167053.850594,0,155
SEND TO A,1678167054.453697,0,158
SEND TO A,1678167054.65462,0,159
SEND TO B,1678167054.654737,0,160
INTERNAL EVENT,1678167054.855624,0,161
INTERNAL EVENT,1678167055.0566149,0,162
INTERNAL EVENT,1678167055.257559,0,163
INTERNAL EVENT,1678167055.458571,0,164
INTERNAL EVENT,1678167055.659598,0,165
INTERNAL EVENT,1678167055.8606038,0,166
INTERNAL EVENT,1678167056.061575,0,167
SEND TO A,1678167056.2625978,0,168
SEND TO A,1678167056.463614,0,169
SEND TO B,1678167056.463721,0,170
SEND TO A,1678167056.664675,0,171
INTERNAL EVENT,1678167056.865636,0,172
SEND TO B,1678167057.066672,0,173
SEND TO A,1678167057.267665,0,174
SEND TO B,1678167057.267849,0,175
INTERNAL EVENT,1678167057.468637,0,176
INTERNAL EVENT,1678167057.8706272,0,178
INTERNAL EVENT,1678167058.0716019,0,179
INTERNAL EVENT,1678167058.272618,0,180
INTERNAL EVENT,1678167058.473702,0,181
SEND TO A,1678167058.674657,0,182
INTERNAL EVENT,1678167058.8756008,0,183
INTERNAL EVENT,1678167059.076617,0,184
INTERNAL EVENT,1678167059.277569,0,185
INTERNAL EVENT,1678167059.478689,0,186
INTERNAL EVENT,1678167059.679647,0,187
SEND TO A,1678167059.880733,0,188
INTERNAL EVENT,1678167060.0816371,0,189
SEND TO A,1678167060.4836538,0,191
SEND TO B,1678167060.483814,0,192
INTERNAL EVENT,1678167060.684681,0,193
SEND TO B,1678167060.885686,0,194
INTERNAL EVENT,1678167061.086612,0,195
SEND TO B,1678167061.488671,0,197
INTERNAL EVENT,1678167061.689606,0,198
INTERNAL EVENT,1678167061.890593,0,199
INTERNAL EVENT,1678167062.091583,0,200
INTERNAL EVENT,1678167062.2925508,0,201
INTERNAL EVENT,1678167062.4936042,0,202
INTERNAL EVENT,1678167062.694557,0,203
SEND TO B,1678167062.8956108,0,204
SEND TO A,1678167063.0966809,0,205
INTERNAL EVENT,1678167063.2976089,0,206
INTERNAL EVENT,1678167063.699628,0,208
INTERNAL EVENT,1678167063.9005702,0,209
SEND TO B,1678167064.1016572,0,210
SEND TO A,1678167064.3026,0,211
SEND TO B,1678167064.302707,0,212
INTERNAL EVENT,1678167064.5036318,0,213
SEND TO A,1678167064.7046201,0,214
INTERNAL EVENT,1678167064.9056058,0,215
INTERNAL EVENT,1678167065.3076239,0,217
INTERNAL EVENT,1678167065.910686,0,220
INTERNAL EVENT,1678167066.111598,0,221
INTERNAL EVENT,1678167066.513591,0,223
INTERNAL EVENT,1678167066.915602,0,225
INTERNAL EVENT,1678167067.1166122,0,226
INTERNAL EVENT,1678167067.317594,0,227
INTERNAL EVENT,1678167067.5186062,0,228
SEND TO A,1678167067.719575,0,229
SEND TO B,1678167067.7196631,0,230
INTERNAL EVENT,1678167067.9206421,0,231
INTERNAL EVENT,1678167068.121613,0,232
SEND TO B,1678167068.523676,0,234
INTERNAL EVENT,1678167068.724617,0,235
INTERNAL EVENT,1678167068.925569,0,236
SEND TO B,1678167069.126624,0,237
SEND TO A,1678167069.327677,0,238
SEND TO B,1678167069.3278809,0,239
INTERNAL EVENT,1678167069.5286021,0,240
SEND TO A,1678167069.729582,0,241
INTERNAL EVENT,1678167069.9305658,0,242
INTERNAL EVENT,1678167070.131555,0,243
INTERNAL EVENT,1678167070.3325598,0,244
INTERNAL EVENT,1678167070.734592,0,246
INTERNAL EVENT,1678167070.9355478,0,247
INTERNAL EVENT,1678167071.1365461,0,248
INTERNAL EVENT,1678167071.53858,0,250
INTERNAL EVENT,1678167071.73956,0,251
SEND TO B,1678167071.9407492,1,252
SEND TO A,1678167072.342586,0,254
INTERNAL EVENT,1678167072.54355,0,255
INTERNAL EVENT,1678167072.945577,0,257
INTERNAL EVENT,1678167073.146554,0,258
INTERNAL EVENT,1678167073.548583,0,260
INTERNAL EVENT,1678167073.7496378,0,261
INTERNAL EVENT,1678167074.15318,0,263
INTERNAL EVENT,1678167074.353601,0,264
INTERNAL EVENT,1678167074.5546129,0,265
INTERNAL EVENT,1678167074.75557,0,266
INTERNAL EVENT,1678167074.9565618,0,267
INTERNAL EVENT,1678167075.157575,0,268
INTERNAL EVENT,1678167075.559626,0,270
INTERNAL EVENT,1678167075.760566,0,271
INTERNAL EVENT,1678167075.961534,0,272
INTERNAL EVENT,1678167076.1626072,0,273
SEND TO A,1678167076.36394,0,274
SEND TO B,1678167076.3646872,0,275
INTERNAL EVENT,1678167076.565111,0,276
SEND TO B,1678167076.767314,0,277
SEND TO A,1678167076.9681249,0,278
SEND TO B,1678167076.968596,0,279
INTERNAL EVENT,1678167077.168611,0,280
INTERNAL EVENT,1678167077.3695948,0,281
INTERNAL EVENT,1678167077.570563,0,282
SEND TO A,1678167077.771605,0,283
SEND TO B,1678167077.7717052,0,284
INTERNAL EVENT,1678167077.972696,0,285
SEND TO A,1678167078.173645,0,286
INTERNAL EVENT,1678167078.575574,0,288
INTERNAL EVENT,1678167078.7765539,0,289
INTERNAL EVENT,1678167078.97754,0,290
INTERNAL EVENT,1678167079.178543,0,291
INTERNAL EVENT,1678167079.379829,0,292
INTERNAL EVENT,1678167079.5806952,0,293
INTERNAL EVENT,1678167079.78158,0,294
SEND TO B,1678167080.183697,0,296
INTERNAL EVENT,1678167080.384599,0,297
INTERNAL EVENT,1678167080.786606,0,299
INTERNAL EVENT,1678167080.9876301,0,300
INTERNAL EVENT,1678167081.188568,0,301
INTERNAL EVENT,1678167081.590615,0,303
INTERNAL EVENT,1678167081.992579,0,305
SEND TO B,1678167082.193608,0,306
SEND TO A,1678167082.394635,0,307
SEND TO B,1678167082.3947651,0,308
SEND TO B,1678167082.595621,0,309
SEND TO A,1678167082.796672,0,310
SEND TO B,1678167082.79684,0,311
INTERNAL EVENT,1678167082.9975958,0,312
INTERNAL EVENT,1678167083.1985831,0,313
INTERNAL EVENT,1678167083.399689,0,314
INTERNAL EVENT,1678167083.8045068,0,316
SEND TO B,1678167084.006461,0,317
INTERNAL EVENT,1678167084.205739,0,318
SEND TO A,1678167084.406815,0,319
