received,global time,len of queue,logical clock time
POP FROM QUEUE,1678252371.375757,5,143
POP FROM QUEUE,1678252371.709943,6,146
POP FROM QUEUE,1678252372.049726,7,148
POP FROM QUEUE,1678252372.382858,6,150
POP FROM QUEUE,1678252372.7186172,7,151
POP FROM QUEUE,1678252373.053128,7,153
POP FROM QUEUE,1678252373.385893,6,156
POP FROM QUEUE,1678252373.719709,7,158
POP FROM QUEUE,1678252374.0538418,6,159
POP FROM QUEUE,1678252374.388204,6,161
POP FROM QUEUE,1678252374.72178,6,165
POP FROM QUEUE,1678252375.055712,6,166
POP FROM QUEUE,1678252375.3923259,6,168
POP FROM QUEUE,1678252375.7239301,7,173
POP FROM QUEUE,1678252376.057885,7,175
POP FROM QUEUE,1678252376.39185,8,179
POP FROM QUEUE,1678252376.725877,8,181
POP FROM QUEUE,1678252377.071788,9,185
POP FROM QUEUE,1678252377.676186,9,187
POP FROM QUEUE,1678252377.9124532,10,188
POP FROM QUEUE,1678252378.244834,10,190
POP FROM QUEUE,1678252378.578687,11,192
POP FROM QUEUE,1678252378.91272,10,194
POP FROM QUEUE,1678252379.253302,10,195
POP FROM QUEUE,1678252379.5807848,11,198
POP FROM QUEUE,1678252379.916429,10,199
POP FROM QUEUE,1678252380.248852,10,201
POP FROM QUEUE,1678252380.582793,11,205
POP FROM QUEUE,1678252380.916787,10,206
POP FROM QUEUE,1678252381.250768,11,207
POP FROM QUEUE,1678252381.58505,11,208
POP FROM QUEUE,1678252381.9189801,10,211
POP FROM QUEUE,1678252382.2528,10,213
POP FROM QUEUE,1678252382.58689,9,216
POP FROM QUEUE,1678252382.920942,10,218
POP FROM QUEUE,1678252383.254657,10,219
POP FROM QUEUE,1678252383.588636,10,223
POP FROM QUEUE,1678252383.924601,9,224
POP FROM QUEUE,1678252384.25695,9,225
POP FROM QUEUE,1678252384.591721,9,229
POP FROM QUEUE,1678252384.9250472,9,230
POP FROM QUEUE,1678252385.258879,9,232
POP FROM QUEUE,1678252385.5927649,9,237
POP FROM QUEUE,1678252385.9266748,9,241
POP FROM QUEUE,1678252386.260664,8,243
POP FROM QUEUE,1678252386.594805,8,245
POP FROM QUEUE,1678252386.92876,8,248
POP FROM QUEUE,1678252387.2627761,8,252
POP FROM QUEUE,1678252387.5969138,8,255
POP FROM QUEUE,1678252387.930754,7,257
POP FROM QUEUE,1678252388.264794,7,260
POP FROM QUEUE,1678252388.599484,7,261
POP FROM QUEUE,1678252388.9327428,6,265
POP FROM QUEUE,1678252389.267072,6,269
POP FROM QUEUE,1678252389.600919,5,272
POP FROM QUEUE,1678252389.934728,5,273
POP FROM QUEUE,1678252390.268672,6,275
POP FROM QUEUE,1678252390.606869,5,280
POP FROM QUEUE,1678252390.9386592,5,282
POP FROM QUEUE,1678252391.2721229,5,285
POP FROM QUEUE,1678252391.6059258,5,291
POP FROM QUEUE,1678252391.943857,4,292
POP FROM QUEUE,1678252392.29817,5,293
POP FROM QUEUE,1678252392.613843,4,295
POP FROM QUEUE,1678252392.9477901,3,298
POP FROM QUEUE,1678252393.2817721,2,302
POP FROM QUEUE,1678252393.616092,2,304
POP FROM QUEUE,1678252393.94969,4,306
POP FROM QUEUE,1678252394.283772,5,314
POP FROM QUEUE,1678252394.617739,6,317
POP FROM QUEUE,1678252394.951721,5,318
POP FROM QUEUE,1678252395.285761,5,320
POP FROM QUEUE,1678252395.61963,6,322
POP FROM QUEUE,1678252395.95364,7,323
POP FROM QUEUE,1678252396.2876968,6,324
POP FROM QUEUE,1678252396.621888,7,325
POP FROM QUEUE,1678252396.9556339,7,329
POP FROM QUEUE,1678252397.289732,7,332
POP FROM QUEUE,1678252397.6236951,7,334
POP FROM QUEUE,1678252397.957651,6,335
POP FROM QUEUE,1678252398.2917619,7,336
POP FROM QUEUE,1678252398.62564,7,340
POP FROM QUEUE,1678252398.9596338,6,341
POP FROM QUEUE,1678252399.293617,5,342
POP FROM QUEUE,1678252399.6276622,6,345
POP FROM QUEUE,1678252399.961774,7,348
POP FROM QUEUE,1678252400.2956522,6,352
POP FROM QUEUE,1678252400.629768,6,354
POP FROM QUEUE,1678252400.963656,5,357
POP FROM QUEUE,1678252401.297981,5,362
POP FROM QUEUE,1678252401.631777,5,363
POP FROM QUEUE,1678252401.965795,6,365
POP FROM QUEUE,1678252402.299746,7,366
POP FROM QUEUE,1678252402.633666,7,370
POP FROM QUEUE,1678252402.967852,8,374
POP FROM QUEUE,1678252403.303861,8,377
POP FROM QUEUE,1678252403.635734,9,379
POP FROM QUEUE,1678252403.969723,9,380
POP FROM QUEUE,1678252404.303617,9,381
POP FROM QUEUE,1678252404.6381388,9,383
POP FROM QUEUE,1678252404.971651,9,385
POP FROM QUEUE,1678252405.305633,8,386
POP FROM QUEUE,1678252405.639617,7,387
POP FROM QUEUE,1678252405.973624,6,389
POP FROM QUEUE,1678252406.307703,7,390
POP FROM QUEUE,1678252406.641619,6,392
POP FROM QUEUE,1678252406.975596,6,396
POP FROM QUEUE,1678252407.30963,7,397
POP FROM QUEUE,1678252407.643748,7,400
POP FROM QUEUE,1678252407.977637,6,402
POP FROM QUEUE,1678252408.3117828,7,411
POP FROM QUEUE,1678252408.6456032,7,412
POP FROM QUEUE,1678252408.97968,8,417
POP FROM QUEUE,1678252409.313626,8,418
POP FROM QUEUE,1678252409.647609,8,420
