received,global time,len of queue,logical clock time
SEND TO A,1678252602.228638,0,407
SEND TO C,1678252602.228779,0,408
SEND TO A,1678252602.429591,0,409
POP FROM QUEUE,1678252602.630581,0,412
SEND TO A,1678252602.831647,0,412
SEND TO C,1678252602.831796,0,413
SEND TO C,1678252603.0326002,0,414
SEND TO A,1678252603.2337081,0,415
SEND TO C,1678252603.233923,0,416
SEND TO A,1678252603.434609,0,417
SEND TO C,1678252603.434743,0,418
SEND TO C,1678252603.6355891,0,419
SEND TO C,1678252603.836617,0,420
SEND TO A,1678252604.037618,0,421
SEND TO C,1678252604.037766,0,422
SEND TO A,1678252604.238562,0,423
SEND TO C,1678252604.238653,0,424
INTERNAL EVENT,1678252604.439587,0,425
POP FROM QUEUE,1678252604.640568,0,428
SEND TO A,1678252604.8416011,0,428
SEND TO C,1678252604.841739,0,429
