received,global time,len of queue,logical clock time
INTERNAL EVENT,1678252544.990974,0,0
POP FROM QUEUE,1678252545.241654,1,2
POP FROM QUEUE,1678252545.492641,1,3
POP FROM QUEUE,1678252545.74409,1,4
POP FROM QUEUE,1678252545.9946492,1,5
POP FROM QUEUE,1678252546.245692,1,7
POP FROM QUEUE,1678252546.496626,2,8
POP FROM QUEUE,1678252546.7479901,1,10
POP FROM QUEUE,1678252546.998828,1,12
POP FROM QUEUE,1678252547.2498822,1,16
POP FROM QUEUE,1678252547.500629,1,18
POP FROM QUEUE,1678252547.7516422,2,19
POP FROM QUEUE,1678252548.00262,1,20
POP FROM QUEUE,1678252548.2538319,1,21
POP FROM QUEUE,1678252548.504606,0,22
POP FROM QUEUE,1678252548.755656,1,26
POP FROM QUEUE,1678252549.0066051,0,27
POP FROM QUEUE,1678252549.257647,1,30
POP FROM QUEUE,1678252549.5086138,0,32
SEND TO B,1678252549.760003,0,32
POP FROM QUEUE,1678252550.010648,1,37
POP FROM QUEUE,1678252550.261686,0,39
SEND TO C,1678252550.512652,0,39
SEND TO B,1678252550.7636428,0,40
SEND TO C,1678252550.7638102,0,41
INTERNAL EVENT,1678252551.0145931,0,42
POP FROM QUEUE,1678252551.265619,0,47
INTERNAL EVENT,1678252551.535775,0,47
POP FROM QUEUE,1678252551.773488,0,50
POP FROM QUEUE,1678252552.020489,1,52
POP FROM QUEUE,1678252552.2708092,1,54
POP FROM QUEUE,1678252552.521769,1,56
POP FROM QUEUE,1678252552.773066,0,57
POP FROM QUEUE,1678252553.0247521,0,61
POP FROM QUEUE,1678252553.2747679,0,63
POP FROM QUEUE,1678252553.525826,0,66
INTERNAL EVENT,1678252553.7768168,0,66
SEND TO B,1678252554.027881,0,67
POP FROM QUEUE,1678252554.27868,0,69
INTERNAL EVENT,1678252554.530563,0,69
SEND TO B,1678252554.781054,0,70
POP FROM QUEUE,1678252555.0316951,0,75
POP FROM QUEUE,1678252555.28279,0,76
POP FROM QUEUE,1678252555.533677,0,79
SEND TO B,1678252555.784745,0,79
POP FROM QUEUE,1678252556.035698,1,82
POP FROM QUEUE,1678252556.286675,1,83
POP FROM QUEUE,1678252556.537636,1,84
POP FROM QUEUE,1678252556.788576,0,85
POP FROM QUEUE,1678252557.039615,1,88
POP FROM QUEUE,1678252557.291019,1,89
POP FROM QUEUE,1678252557.541861,1,90
POP FROM QUEUE,1678252557.792684,0,92
POP FROM QUEUE,1678252558.0440488,0,95
POP FROM QUEUE,1678252558.29475,0,97
POP FROM QUEUE,1678252558.5458229,0,99
SEND TO B,1678252558.796756,0,99
SEND TO C,1678252558.79692,0,100
SEND TO C,1678252559.047627,0,101
POP FROM QUEUE,1678252559.298626,0,104
POP FROM QUEUE,1678252559.552314,0,106
POP FROM QUEUE,1678252559.801006,0,108
POP FROM QUEUE,1678252560.059191,0,110
SEND TO B,1678252560.313104,0,110
SEND TO C,1678252560.3168142,0,111
POP FROM QUEUE,1678252560.5571148,0,113
POP FROM QUEUE,1678252560.808963,0,114
POP FROM QUEUE,1678252561.059656,1,115
POP FROM QUEUE,1678252561.310833,1,116
POP FROM QUEUE,1678252561.561703,1,117
POP FROM QUEUE,1678252561.812685,0,118
SEND TO B,1678252562.0636349,0,118
SEND TO C,1678252562.063777,0,119
SEND TO B,1678252562.314806,0,120
SEND TO C,1678252562.315016,0,121
INTERNAL EVENT,1678252562.565614,0,122
POP FROM QUEUE,1678252562.8166468,0,125
POP FROM QUEUE,1678252563.0679,0,127
POP FROM QUEUE,1678252563.318721,0,129
POP FROM QUEUE,1678252563.569647,0,131
POP FROM QUEUE,1678252563.8207219,0,134
POP FROM QUEUE,1678252564.071645,0,136
POP FROM QUEUE,1678252564.3227699,0,139
POP FROM QUEUE,1678252564.57377,0,142
POP FROM QUEUE,1678252564.824697,0,143
POP FROM QUEUE,1678252565.075594,0,144
SEND TO B,1678252565.326656,0,144
INTERNAL EVENT,1678252565.5775812,0,145
POP FROM QUEUE,1678252565.828716,0,149
POP FROM QUEUE,1678252566.079651,0,150
POP FROM QUEUE,1678252566.330623,1,151
POP FROM QUEUE,1678252566.581734,1,152
POP FROM QUEUE,1678252566.8326762,1,154
POP FROM QUEUE,1678252567.083643,2,155
POP FROM QUEUE,1678252567.3346,2,157
POP FROM QUEUE,1678252567.585618,3,158
POP FROM QUEUE,1678252567.836603,2,159
POP FROM QUEUE,1678252568.087617,2,161
POP FROM QUEUE,1678252568.3743849,1,162
POP FROM QUEUE,1678252568.645387,0,165
SEND TO B,1678252568.854332,0,165
SEND TO B,1678252569.107506,0,166
INTERNAL EVENT,1678252569.3540192,0,167
SEND TO B,1678252569.787004,0,168
SEND TO C,1678252569.790277,0,169
SEND TO B,1678252570.0329468,0,170
INTERNAL EVENT,1678252570.284263,0,171
POP FROM QUEUE,1678252570.534814,0,177
SEND TO C,1678252570.846078,0,177
SEND TO B,1678252571.047006,0,178
SEND TO C,1678252571.0474932,0,179
SEND TO B,1678252571.309621,0,180
POP FROM QUEUE,1678252571.560284,0,185
POP FROM QUEUE,1678252571.8253388,1,186
POP FROM QUEUE,1678252572.076245,0,187
POP FROM QUEUE,1678252572.326776,1,190
POP FROM QUEUE,1678252572.577777,1,191
POP FROM QUEUE,1678252572.828879,1,192
POP FROM QUEUE,1678252573.080044,1,193
POP FROM QUEUE,1678252573.335006,1,195
POP FROM QUEUE,1678252573.582674,1,198
POP FROM QUEUE,1678252573.833644,1,200
POP FROM QUEUE,1678252574.0846689,1,203
POP FROM QUEUE,1678252574.335668,1,204
POP FROM QUEUE,1678252574.58664,0,205
POP FROM QUEUE,1678252574.837705,1,209
POP FROM QUEUE,1678252575.088759,0,210
POP FROM QUEUE,1678252575.33966,1,213
POP FROM QUEUE,1678252575.590833,1,215
POP FROM QUEUE,1678252575.841742,0,217
INTERNAL EVENT,1678252576.092869,0,217
POP FROM QUEUE,1678252576.3438249,0,221
POP FROM QUEUE,1678252576.5947819,0,223
POP FROM QUEUE,1678252576.845885,1,225
POP FROM QUEUE,1678252577.0967848,1,226
POP FROM QUEUE,1678252577.348308,1,227
POP FROM QUEUE,1678252577.598809,0,229
POP FROM QUEUE,1678252577.849715,1,231
POP FROM QUEUE,1678252578.100817,2,233
POP FROM QUEUE,1678252578.352565,3,235
POP FROM QUEUE,1678252578.605091,3,236
POP FROM QUEUE,1678252578.856182,3,237
POP FROM QUEUE,1678252579.106648,3,238
POP FROM QUEUE,1678252579.357621,2,239
POP FROM QUEUE,1678252579.60875,2,241
POP FROM QUEUE,1678252579.859652,4,243
POP FROM QUEUE,1678252580.110629,4,246
POP FROM QUEUE,1678252580.3616152,4,248
POP FROM QUEUE,1678252580.612582,4,249
POP FROM QUEUE,1678252580.863578,5,250
POP FROM QUEUE,1678252581.1145868,4,251
POP FROM QUEUE,1678252581.3655941,4,252
POP FROM QUEUE,1678252581.6166232,5,253
POP FROM QUEUE,1678252581.867567,5,255
POP FROM QUEUE,1678252582.1186109,5,257
POP FROM QUEUE,1678252582.369617,4,259
POP FROM QUEUE,1678252582.620776,4,261
POP FROM QUEUE,1678252582.8716888,4,262
POP FROM QUEUE,1678252583.122796,5,263
POP FROM QUEUE,1678252583.376531,5,266
POP FROM QUEUE,1678252583.625978,6,269
POP FROM QUEUE,1678252583.877012,5,271
POP FROM QUEUE,1678252584.131191,4,272
POP FROM QUEUE,1678252584.3807209,5,273
POP FROM QUEUE,1678252584.631671,5,274
POP FROM QUEUE,1678252584.90357,5,276
POP FROM QUEUE,1678252585.151955,5,277
POP FROM QUEUE,1678252585.402735,4,282
POP FROM QUEUE,1678252585.653711,3,283
POP FROM QUEUE,1678252585.920358,3,284
POP FROM QUEUE,1678252586.161791,3,287
POP FROM QUEUE,1678252586.410948,3,288
POP FROM QUEUE,1678252586.6617742,2,293
POP FROM QUEUE,1678252586.925944,1,295
POP FROM QUEUE,1678252587.1699042,1,297
POP FROM QUEUE,1678252587.420744,1,303
POP FROM QUEUE,1678252587.6717591,1,304
POP FROM QUEUE,1678252587.9227462,1,307
POP FROM QUEUE,1678252588.173999,0,309
POP FROM QUEUE,1678252588.424669,0,312
INTERNAL EVENT,1678252588.675642,0,312
POP FROM QUEUE,1678252588.926662,0,316
POP FROM QUEUE,1678252589.177589,0,317
INTERNAL EVENT,1678252589.428596,0,317
POP FROM QUEUE,1678252589.679732,0,320
POP FROM QUEUE,1678252589.930702,1,322
POP FROM QUEUE,1678252590.181824,0,324
POP FROM QUEUE,1678252590.43278,1,326
POP FROM QUEUE,1678252590.6835961,2,328
POP FROM QUEUE,1678252590.934602,1,329
POP FROM QUEUE,1678252591.1856902,1,330
POP FROM QUEUE,1678252591.436594,1,331
POP FROM QUEUE,1678252591.689288,1,334
POP FROM QUEUE,1678252591.938645,0,335
POP FROM QUEUE,1678252592.189635,0,339
POP FROM QUEUE,1678252592.440599,0,341
SEND TO C,1678252592.691896,0,341
INTERNAL EVENT,1678252592.942637,0,342
POP FROM QUEUE,1678252593.1935968,0,344
POP FROM QUEUE,1678252593.444617,2,346
POP FROM QUEUE,1678252593.695601,2,347
POP FROM QUEUE,1678252593.94685,2,348
POP FROM QUEUE,1678252594.197647,1,349
POP FROM QUEUE,1678252594.4485729,1,351
POP FROM QUEUE,1678252594.699629,1,353
POP FROM QUEUE,1678252594.950593,1,355
POP FROM QUEUE,1678252595.201636,1,357
POP FROM QUEUE,1678252595.4525828,1,358
POP FROM QUEUE,1678252595.703661,0,360
POP FROM QUEUE,1678252595.9545841,0,363
SEND TO C,1678252596.20563,0,363
POP FROM QUEUE,1678252596.456579,0,368
POP FROM QUEUE,1678252596.7075741,0,370
POP FROM QUEUE,1678252596.9586549,0,372
POP FROM QUEUE,1678252597.209604,2,373
POP FROM QUEUE,1678252597.460675,1,374
POP FROM QUEUE,1678252597.711576,1,375
POP FROM QUEUE,1678252597.9625988,2,376
POP FROM QUEUE,1678252598.213577,4,377
POP FROM QUEUE,1678252598.4645948,3,378
POP FROM QUEUE,1678252598.715586,3,379
POP FROM QUEUE,1678252598.9666371,3,380
POP FROM QUEUE,1678252599.217736,2,381
POP FROM QUEUE,1678252599.468618,2,382
POP FROM QUEUE,1678252599.7196631,1,384
POP FROM QUEUE,1678252599.970619,0,388
SEND TO B,1678252600.221754,1,388
SEND TO C,1678252600.222066,1,389
POP FROM QUEUE,1678252600.4727108,0,392
POP FROM QUEUE,1678252600.72371,1,396
POP FROM QUEUE,1678252600.97749,2,397
POP FROM QUEUE,1678252601.227653,1,398
POP FROM QUEUE,1678252601.4785888,1,399
POP FROM QUEUE,1678252601.729653,1,401
POP FROM QUEUE,1678252601.980581,2,404
POP FROM QUEUE,1678252602.231628,3,405
POP FROM QUEUE,1678252602.4825768,3,406
POP FROM QUEUE,1678252602.733598,3,408
POP FROM QUEUE,1678252602.9846358,4,409
POP FROM QUEUE,1678252603.235635,4,410
POP FROM QUEUE,1678252603.486689,5,411
POP FROM QUEUE,1678252603.7376,4,413
POP FROM QUEUE,1678252603.988558,3,414
POP FROM QUEUE,1678252604.239624,4,416
POP FROM QUEUE,1678252604.490607,3,418
POP FROM QUEUE,1678252604.741642,3,419
