received,global time,len of queue,logical clock time
SEND TO A,1678167960.254585,0,0
SEND TO C,1678167960.2548091,0,1
SEND TO A,1678167960.587617,0,2
SEND TO C,1678167960.921621,0,3
INTERNAL EVENT,1678167961.255601,0,4
SEND TO A,1678167961.923628,0,8
SEND TO A,1678167963.593617,0,22
INTERNAL EVENT,1678167963.927586,0,23
INTERNAL EVENT,1678167964.261606,0,24
SEND TO A,1678167964.5956202,0,25
SEND TO C,1678167964.595743,0,26
INTERNAL EVENT,1678167964.929589,0,27
SEND TO C,1678167966.9336262,0,43
INTERNAL EVENT,1678167967.2676082,0,44
INTERNAL EVENT,1678167967.6015968,0,45
INTERNAL EVENT,1678167968.269644,0,52
SEND TO C,1678167968.6036239,0,53
INTERNAL EVENT,1678167968.937587,0,54
INTERNAL EVENT,1678167969.939589,0,64
INTERNAL EVENT,1678167970.273676,0,65
INTERNAL EVENT,1678167970.607598,0,66
INTERNAL EVENT,1678167970.9415889,0,67
INTERNAL EVENT,1678167971.6095932,0,73
INTERNAL EVENT,1678167971.943586,0,74
SEND TO A,1678167972.611625,0,79
SEND TO A,1678167972.945673,0,80
SEND TO C,1678167972.9459321,0,81
INTERNAL EVENT,1678167973.279627,0,82
SEND TO C,1678167974.281662,0,92
INTERNAL EVENT,1678167974.6155882,0,93
INTERNAL EVENT,1678167974.949593,0,94
SEND TO C,1678167975.283652,0,95
SEND TO C,1678167975.617663,0,96
INTERNAL EVENT,1678167975.951589,0,97
INTERNAL EVENT,1678167976.619595,0,106
INTERNAL EVENT,1678167976.9535959,0,107
INTERNAL EVENT,1678167977.621589,0,112
INTERNAL EVENT,1678167977.955598,0,113
INTERNAL EVENT,1678167978.289653,0,114
INTERNAL EVENT,1678167978.6235929,0,115
INTERNAL EVENT,1678167978.957589,0,116
INTERNAL EVENT,1678167979.291626,0,117
SEND TO C,1678167979.625675,0,118
SEND TO A,1678167979.959628,0,119
INTERNAL EVENT,1678167981.9636018,0,142
INTERNAL EVENT,1678167982.2976189,0,143
SEND TO A,1678167982.631626,0,144
SEND TO C,1678167982.6317701,0,145
SEND TO A,1678167982.965622,0,146
INTERNAL EVENT,1678167983.2996109,0,147
SEND TO A,1678167983.967653,0,155
SEND TO C,1678167983.967808,0,156
INTERNAL EVENT,1678167984.301593,0,157
INTERNAL EVENT,1678167984.635593,0,158
INTERNAL EVENT,1678167985.30361,0,164
INTERNAL EVENT,1678167985.637595,0,165
SEND TO C,1678167986.3056839,0,171
INTERNAL EVENT,1678167986.973593,0,174
INTERNAL EVENT,1678167987.3076138,0,175
INTERNAL EVENT,1678167987.641597,0,176
INTERNAL EVENT,1678167987.97562,0,177
INTERNAL EVENT,1678167988.64359,0,186
INTERNAL EVENT,1678167988.977586,0,187
INTERNAL EVENT,1678167989.311595,0,188
INTERNAL EVENT,1678167990.313625,0,196
INTERNAL EVENT,1678167990.647616,0,197
INTERNAL EVENT,1678167990.981608,0,198
INTERNAL EVENT,1678167991.3156369,0,199
SEND TO C,1678167991.649636,0,200
SEND TO A,1678167992.317663,0,210
SEND TO C,1678167992.317823,0,211
INTERNAL EVENT,1678167992.651587,0,212
INTERNAL EVENT,1678167992.985617,0,213
SEND TO C,1678167993.319658,0,214
INTERNAL EVENT,1678167995.323662,0,228
SEND TO A,1678167995.991703,0,233
SEND TO A,1678167996.993634,0,241
SEND TO A,1678167997.995625,0,248
SEND TO C,1678167997.995774,0,249
INTERNAL EVENT,1678167998.329619,0,250
SEND TO A,1678167998.663624,0,251
SEND TO C,1678167998.663766,0,252
INTERNAL EVENT,1678167999.331618,0,257
INTERNAL EVENT,1678167999.665592,0,258
INTERNAL EVENT,1678167999.99959,0,259
INTERNAL EVENT,1678168000.333622,0,260
SEND TO A,1678168000.667628,0,261
INTERNAL EVENT,1678168001.0082939,0,262
INTERNAL EVENT,1678168001.675591,0,270
INTERNAL EVENT,1678168002.009592,0,271
INTERNAL EVENT,1678168002.343609,0,272
SEND TO A,1678168002.677624,0,273
INTERNAL EVENT,1678168003.011588,0,274
INTERNAL EVENT,1678168003.345624,0,275
INTERNAL EVENT,1678168004.3476322,0,289
INTERNAL EVENT,1678168005.349616,0,296
INTERNAL EVENT,1678168005.683599,0,297
SEND TO A,1678168006.017712,0,298
INTERNAL EVENT,1678168006.351618,0,299
INTERNAL EVENT,1678168007.353607,0,309
INTERNAL EVENT,1678168007.687598,0,310
INTERNAL EVENT,1678168008.021605,0,311
INTERNAL EVENT,1678168008.355606,0,312
INTERNAL EVENT,1678168008.689606,0,313
INTERNAL EVENT,1678168011.027634,0,331
INTERNAL EVENT,1678168011.361623,0,332
INTERNAL EVENT,1678168011.695596,0,333
INTERNAL EVENT,1678168012.363607,0,341
INTERNAL EVENT,1678168013.031594,0,345
INTERNAL EVENT,1678168013.3656058,0,346
INTERNAL EVENT,1678168013.69959,0,347
INTERNAL EVENT,1678168014.033592,0,348
INTERNAL EVENT,1678168015.703598,0,362
INTERNAL EVENT,1678168016.037597,0,363
INTERNAL EVENT,1678168016.7055922,0,369
INTERNAL EVENT,1678168017.039683,0,370
SEND TO C,1678168017.373672,0,371
INTERNAL EVENT,1678168017.7075891,0,372
INTERNAL EVENT,1678168018.041606,0,373
INTERNAL EVENT,1678168019.0436008,0,382
INTERNAL EVENT,1678168019.7115872,0,387
